OrderID,CustomerID,ProductID,ProductName,StoreID,DeliveryPartnerID,OrderDate,DeliveryDate,UnitPrice,Quantity,TotalPrice,DiscountApplied,DeliveryTimeMinutes,OrderStatus,PaymentMethodID,TimeOfDay
ORD01073,CUST0038,PROD035,Lizol Floor Cleaner Citrus 975ml,STORE049,DP003,29-11-2024 17:55,29-11-2024 18:05,193,10,1930,202.47,10,Pending,PAY02,Evening
ORD01075,CUST0025,PROD004,Tata Salt Iodized 1kg,STORE026,DP024,15-01-2024 15:47,15-01-2024 15:59,28,7,196,102.89,12,Returned,PAY04,Afternoon
ORD01077,CUST0001,PROD047,Fresh Mint Bunch,STORE025,DP016,04-09-2024 08:44,04-09-2024 08:58,12,1,12,64.89,14,Pending,PAY04,Morning
ORD01078,CUST0011,PROD100,Amul Gold Full Cream Milk 500ml,STORE027,DP017,07-04-2024 10:31,07-04-2024 10:46,33,5,165,254.5,15,Delivered,PAY04,Morning
ORD01079,CUST0040,PROD059,Ariel Matic Top Load 1kg,STORE041,DP015,23-01-2024 19:37,23-01-2024 19:53,250,10,2500,122.38,16,Shipped,PAY04,Evening
ORD01080,CUST0011,PROD067,Nestle a+ Curd 400g,STORE028,DP046,19-04-2025 14:15,19-04-2025 14:32,42,5,210,69.46,17,Cancelled,PAY01,Afternoon
ORD01081,CUST0017,PROD017,Amul Cheese Slices 100g,STORE009,DP024,10-11-2024 08:40,10-11-2024 08:58,78,8,624,40.32,18,Pending,PAY02,Morning
ORD01082,CUST0024,PROD002,Britannia Milk Bread,STORE005,DP033,23-06-2025 15:53,23-06-2025 16:12,45,9,405,1022.58,19,Shipped,PAY04,Afternoon
ORD01083,CUST0026,PROD072,Red Label Tea 500g,STORE049,DP036,06-03-2025 09:54,06-03-2025 10:14,270,8,2160,140.81,20,Pending,PAY02,Morning
ORD01084,CUST0035,PROD015,Fresh Apple Royal Gala 1kg,STORE016,DP037,17-11-2024 09:09,17-11-2024 09:30,180,6,1080,419.33,21,Cancelled,PAY03,Morning
ORD01085,CUST0037,PROD037,Good Knight Gold Flash Machine + Refill,STORE031,DP036,05-03-2024 19:48,05-03-2024 20:10,85,8,680,291.12,22,Cancelled,PAY02,Evening
ORD01086,CUST0023,PROD129,Veet Hair Removal Cream,STORE008,DP001,16-03-2024 17:38,16-03-2024 18:01,80,1,80,15.51,23,Pending,PAY02,Evening
ORD01087,CUST0042,PROD074,Thums Up 750ml PET Bottle,STORE033,DP013,11-07-2024 20:19,11-07-2024 20:43,40,3,120,10.13,24,Shipped,PAY04,Evening
ORD01088,CUST0035,PROD065,Fresh Watermelon 1pc,STORE017,DP042,26-06-2024 10:35,26-06-2024 11:00,90,6,540,672.36,25,Pending,PAY05,Morning
ORD01090,CUST0047,PROD040,MDH Deggi Mirch 100g,STORE005,DP034,23-03-2025 19:19,23-03-2025 19:46,72,8,576,83.81,27,Returned,PAY04,Evening
ORD01091,CUST0013,PROD047,Fresh Mint Bunch,STORE025,DP015,25-05-2024 13:15,25-05-2024 13:43,12,3,36,203.61,28,Pending,PAY01,Afternoon
ORD01092,CUST0005,PROD131,Himalaya Purifying Neem Face Wash,STORE033,DP006,09-01-2024 11:31,09-01-2024 12:00,140,5,700,99.4,29,Delivered,PAY04,Morning
ORD01093,CUST0007,PROD131,Himalaya Purifying Neem Face Wash,STORE025,DP027,19-09-2024 13:59,19-09-2024 14:29,140,9,1260,150.37,30,Shipped,PAY05,Afternoon
ORD01094,CUST0013,PROD028,Tropicana 100% Orange Juice 1L,STORE035,DP013,27-06-2024 08:21,27-06-2024 08:31,140,7,980,292.81,10,Delivered,PAY04,Morning
ORD01095,CUST0045,PROD119,Organic Tattva Brown Rice 1kg,STORE048,DP001,28-04-2025 15:49,28-04-2025 16:00,150,3,450,96.39,11,Delivered,PAY05,Afternoon
ORD01096,CUST0050,PROD042,Kelloggs Corn Flakes 875g,STORE007,DP041,12-07-2024 13:11,12-07-2024 13:23,360,9,3240,314.5,12,Returned,PAY03,Afternoon
ORD01098,CUST0032,PROD140,Lindt Excellence 90% Cocoa,STORE025,DP016,12-05-2025 11:52,12-05-2025 12:06,450,10,4500,97.87,14,Delivered,PAY01,Morning
ORD01099,CUST0017,PROD142,Zespri SunGold Kiwifruit 3pc,STORE017,DP039,21-01-2024 09:41,21-01-2024 09:56,150,7,1050,121.84,15,Cancelled,PAY01,Morning
ORD01100,CUST0021,PROD120,24 Mantra Organic Toor Dal 1kg,STORE046,DP010,23-03-2024 18:19,23-03-2024 18:35,210,6,1260,383.93,16,Shipped,PAY05,Evening
ORD01101,CUST0020,PROD128,Gillette Mach3 Turbo Razor,STORE020,DP003,23-12-2024 17:34,23-12-2024 17:51,299,10,2990,8.34,17,Returned,PAY05,Evening
ORD01104,CUST0015,PROD132,Vaseline Intensive Care Body Lotion,STORE040,DP027,22-12-2024 13:20,22-12-2024 13:40,250,9,2250,520.27,20,Cancelled,PAY03,Afternoon
ORD01105,CUST0012,PROD003,Nestle Maggi 2-Minute Noodles,STORE039,DP042,16-06-2025 16:47,16-06-2025 17:08,14,2,28,154,21,Shipped,PAY02,Afternoon
ORD01106,CUST0019,PROD028,Tropicana 100% Orange Juice 1L,STORE046,DP027,01-09-2024 15:33,01-09-2024 15:55,140,3,420,99.84,22,Shipped,PAY01,Afternoon
ORD01108,CUST0002,PROD029,Cadbury Dairy Milk Silk 150g,STORE020,DP008,28-03-2025 14:28,28-03-2025 14:52,175,2,350,171.93,24,Shipped,PAY02,Afternoon
ORD01109,CUST0036,PROD129,Veet Hair Removal Cream,STORE032,DP024,29-06-2024 17:25,29-06-2024 17:50,80,1,80,17.59,25,Delivered,PAY01,Evening
ORD01112,CUST0030,PROD131,Himalaya Purifying Neem Face Wash,STORE023,DP019,02-04-2025 13:16,02-04-2025 13:44,140,4,560,177.25,28,Shipped,PAY05,Afternoon
ORD01114,CUST0002,PROD032,Dove Daily Shine Shampoo 180ml,STORE034,DP043,23-04-2024 09:31,23-04-2024 10:01,190,1,190,56.35,30,Delivered,PAY01,Morning
ORD01115,CUST0026,PROD040,MDH Deggi Mirch 100g,STORE004,DP030,15-08-2024 18:46,15-08-2024 18:56,72,5,360,43.79,10,Shipped,PAY04,Evening
ORD01116,CUST0023,PROD047,Fresh Mint Bunch,STORE035,DP020,11-06-2024 12:39,11-06-2024 12:50,12,8,96,722.47,11,Shipped,PAY01,Afternoon
ORD01117,CUST0041,PROD012,Fresh Tomato 1kg,STORE024,DP030,14-09-2024 19:04,14-09-2024 19:16,35,4,140,277.31,12,Shipped,PAY05,Evening
ORD01118,CUST0047,PROD039,Kissan Fresh Tomato Ketchup 950g,STORE040,DP033,04-08-2024 13:49,04-08-2024 14:02,120,4,480,55.23,13,Delivered,PAY03,Afternoon
ORD01120,CUST0019,PROD148,Vanish Oxi Action Stain Remover,STORE009,DP009,16-09-2024 18:54,16-09-2024 19:09,150,6,900,124.14,15,Delivered,PAY02,Evening
ORD01121,CUST0045,PROD103,Parachute Coconut Oil 500ml,STORE019,DP012,18-04-2025 15:24,18-04-2025 15:40,215,9,1935,413.08,16,Shipped,PAY04,Afternoon
ORD01122,CUST0048,PROD109,Clinic Plus Strong & Long Shampoo 175ml,STORE044,DP020,11-02-2025 12:21,11-02-2025 12:38,99,4,396,574.39,17,Pending,PAY01,Afternoon
ORD01123,CUST0033,PROD001,Amul Taaza Toned Milk 500ml,STORE002,DP023,25-05-2024 12:43,25-05-2024 13:01,27,6,162,26.92,18,Delivered,PAY04,Afternoon
ORD01124,CUST0009,PROD059,Ariel Matic Top Load 1kg,STORE050,DP004,22-05-2024 17:21,22-05-2024 17:40,250,7,1750,399.26,19,Cancelled,PAY04,Evening
ORD01125,CUST0035,PROD053,Top Ramen Masala Noodles,STORE010,DP033,07-04-2024 14:43,07-04-2024 15:03,12,2,24,19.78,20,Shipped,PAY01,Afternoon
ORD01126,CUST0033,PROD029,Cadbury Dairy Milk Silk 150g,STORE006,DP030,08-04-2024 17:24,08-04-2024 17:45,175,5,875,16.62,21,Cancelled,PAY05,Evening
ORD01127,CUST0030,PROD066,Go Cheese Slices 100g,STORE018,DP028,02-05-2025 17:23,02-05-2025 17:45,75,10,750,91.13,22,Pending,PAY02,Evening
ORD01128,CUST0021,PROD024,Taj Mahal Tea 250g,STORE029,DP008,09-02-2024 11:32,09-02-2024 11:55,165,7,1155,412.27,23,Delivered,PAY05,Morning
ORD01130,CUST0027,PROD018,Mother Dairy Classic Curd 400g,STORE033,DP002,12-12-2024 11:02,12-12-2024 11:27,40,5,200,254.38,25,Delivered,PAY02,Morning
ORD01132,CUST0032,PROD068,Saffola Gold Refined Oil 1L,STORE006,DP025,06-06-2024 18:53,06-06-2024 19:20,170,9,1530,142.13,27,Returned,PAY03,Evening
ORD01133,CUST0012,PROD019,iD Malabar Parota 350g,STORE041,DP004,13-08-2024 18:04,13-08-2024 18:32,85,10,850,1258.89,28,Delivered,PAY01,Evening
ORD01134,CUST0012,PROD091,Amul Kool Kesar 200ml,STORE001,DP018,23-01-2025 14:34,23-01-2025 15:03,25,9,225,196.24,29,Shipped,PAY04,Afternoon
ORD01135,CUST0009,PROD017,Amul Cheese Slices 100g,STORE008,DP032,09-05-2024 09:25,09-05-2024 09:55,78,4,312,232.5,30,Returned,PAY02,Morning
ORD01136,CUST0028,PROD119,Organic Tattva Brown Rice 1kg,STORE003,DP016,20-03-2025 15:55,20-03-2025 16:05,150,6,900,167.16,10,Pending,PAY03,Afternoon
ORD01137,CUST0027,PROD150,Duracell Ultra AA Batteries 4-pack,STORE021,DP015,21-01-2024 20:48,21-01-2024 20:59,180,1,180,42.34,11,Returned,PAY04,Evening
ORD01138,CUST0027,PROD114,Too Yumm Karare,STORE033,DP045,10-06-2025 20:23,10-06-2025 20:35,20,10,200,464.72,12,Returned,PAY01,Evening
ORD01139,CUST0040,PROD093,Yippee Magic Masala Noodles,STORE009,DP045,16-06-2024 13:00,16-06-2024 13:13,14,7,98,210.07,13,Shipped,PAY03,Afternoon
ORD01140,CUST0016,PROD023,Bru Instant Coffee 100g,STORE040,DP024,14-10-2024 12:09,14-10-2024 12:23,210,1,210,66.79,14,Pending,PAY01,Afternoon
ORD01141,CUST0012,PROD045,Pedigree Adult Dog Food Chicken & Veg 3kg,STORE033,DP044,14-10-2024 13:26,14-10-2024 13:41,740,5,3700,138.86,15,Delivered,PAY04,Afternoon
ORD01143,CUST0012,PROD083,All Out Ultra Refill,STORE005,DP029,21-11-2024 08:36,21-11-2024 08:53,75,10,750,980.31,17,Cancelled,PAY05,Morning
ORD01145,CUST0008,PROD123,Raw Pressery Cold Pressed Juice 250ml,STORE015,DP030,19-03-2025 14:19,19-03-2025 14:38,150,3,450,339.44,19,Shipped,PAY05,Afternoon
ORD01146,CUST0038,PROD043,Quaker Oats 1kg,STORE029,DP002,25-06-2024 11:48,25-06-2024 12:08,199,7,1393,551.74,20,Delivered,PAY05,Morning
ORD01147,CUST0038,PROD150,Duracell Ultra AA Batteries 4-pack,STORE022,DP047,18-11-2024 12:58,18-11-2024 13:19,180,5,900,324.96,21,Delivered,PAY02,Afternoon
ORD01148,CUST0036,PROD052,Britannia Brown Bread,STORE041,DP019,13-04-2024 11:57,13-04-2024 12:19,50,10,500,347.62,22,Delivered,PAY02,Morning
ORD01150,CUST0026,PROD087,Saffola Masala Oats Classic Masala,STORE024,DP015,18-12-2024 19:16,18-12-2024 19:42,160,1,160,23.22,26,Pending,PAY01,Evening
ORD01151,CUST0004,PROD090,Fresh Green Chilli 100g,STORE002,DP027,20-02-2025 16:24,20-02-2025 16:51,10,7,70,206.83,27,Returned,PAY01,Afternoon
ORD01152,CUST0014,PROD142,Zespri SunGold Kiwifruit 3pc,STORE045,DP029,18-05-2025 17:16,18-05-2025 17:44,150,3,450,77.45,28,Shipped,PAY04,Evening
ORD01153,CUST0047,PROD100,Amul Gold Full Cream Milk 500ml,STORE029,DP030,25-01-2025 09:57,25-01-2025 10:26,33,1,33,34.41,29,Cancelled,PAY04,Morning
ORD01154,CUST0035,PROD003,Nestle Maggi 2-Minute Noodles,STORE043,DP005,15-02-2025 15:40,15-02-2025 16:10,14,7,98,202.23,30,Delivered,PAY03,Afternoon
ORD01156,CUST0036,PROD005,Ashirvaad Select Sharbati Atta 5kg,STORE027,DP035,03-03-2024 12:16,03-03-2024 12:27,290,7,2030,709.76,11,Cancelled,PAY01,Afternoon
ORD01157,CUST0016,PROD084,ITC Master Chef Frozen Peas 500g,STORE029,DP038,26-07-2024 16:15,26-07-2024 16:27,125,3,375,64.43,12,Returned,PAY01,Afternoon
ORD01159,CUST0034,PROD081,Pril Dishwash Bar,STORE031,DP012,21-06-2024 18:06,21-06-2024 18:20,25,6,150,105.78,14,Returned,PAY02,Evening
ORD01160,CUST0045,PROD076,Cadbury 5 Star 3D,STORE011,DP043,14-03-2024 11:15,14-03-2024 11:30,30,7,210,111,15,Delivered,PAY05,Morning
ORD01161,CUST0041,PROD099,Fresh Guava 1kg,STORE045,DP027,22-03-2025 07:45,22-03-2025 08:01,80,3,240,228.37,16,Returned,PAY03,Morning
ORD01164,CUST0026,PROD118,Rajdhani Besan 1kg,STORE035,DP010,19-03-2024 14:44,19-03-2024 15:03,120,2,240,11.67,19,Returned,PAY04,Afternoon
ORD01165,CUST0029,PROD075,Real Mixed Fruit Juice 1L,STORE039,DP013,31-01-2024 10:52,31-01-2024 11:12,135,6,810,352.01,20,Pending,PAY02,Morning
ORD01166,CUST0050,PROD046,Fresh Coriander Bunch,STORE032,DP041,06-03-2024 10:12,06-03-2024 10:33,15,2,30,30.97,21,Shipped,PAY02,Morning
ORD01167,CUST0030,PROD047,Fresh Mint Bunch,STORE004,DP019,09-07-2024 18:02,09-07-2024 18:24,12,9,108,590.25,22,Delivered,PAY01,Evening
ORD01169,CUST0046,PROD037,Good Knight Gold Flash Machine + Refill,STORE029,DP022,10-12-2024 12:43,10-12-2024 13:07,85,1,85,3.64,24,Pending,PAY04,Afternoon
ORD01170,CUST0008,PROD142,Zespri SunGold Kiwifruit 3pc,STORE011,DP012,23-10-2024 15:03,23-10-2024 15:28,150,10,1500,127.96,25,Cancelled,PAY02,Afternoon
ORD01172,CUST0003,PROD138,Knorr Classic Tomato Soup,STORE019,DP020,13-08-2024 08:43,13-08-2024 09:10,60,8,480,637.61,27,Cancelled,PAY03,Morning
ORD01173,CUST0015,PROD146,Himalaya Baby Wipes 72s,STORE009,DP013,14-09-2024 18:46,14-09-2024 19:14,180,5,900,190.16,28,Pending,PAY01,Evening
ORD01174,CUST0004,PROD145,Huggies Wonder Pants M-size 42,STORE026,DP021,17-04-2025 10:48,17-04-2025 11:17,650,10,6500,893.09,29,Delivered,PAY03,Morning
ORD01175,CUST0026,PROD126,L'Oreal Paris Total Repair 5 Shampoo,STORE039,DP012,04-12-2024 11:53,04-12-2024 12:23,165,3,495,305.97,30,Shipped,PAY01,Morning
ORD01177,CUST0008,PROD083,All Out Ultra Refill,STORE031,DP018,21-01-2025 13:34,21-01-2025 13:45,75,10,750,69.15,11,Delivered,PAY02,Afternoon
ORD01178,CUST0026,PROD082,Dettol Antiseptic Liquid 250ml,STORE031,DP045,17-08-2024 13:26,17-08-2024 13:38,110,6,660,497.22,12,Cancelled,PAY04,Afternoon
ORD01179,CUST0022,PROD047,Fresh Mint Bunch,STORE025,DP011,20-06-2025 14:31,20-06-2025 14:44,12,5,60,107.93,13,Cancelled,PAY05,Afternoon
ORD01182,CUST0004,PROD112,Ganesh Bhel,STORE008,DP018,26-01-2024 17:29,26-01-2024 17:45,45,6,270,62.18,16,Cancelled,PAY03,Evening
ORD01183,CUST0041,PROD129,Veet Hair Removal Cream,STORE047,DP025,30-07-2024 08:58,30-07-2024 09:15,80,6,480,112.61,17,Shipped,PAY04,Morning
ORD01184,CUST0009,PROD141,Fresh Broccoli 1pc,STORE023,DP041,18-04-2024 18:02,18-04-2024 18:20,70,3,210,158.16,18,Delivered,PAY02,Evening
ORD01185,CUST0046,PROD128,Gillette Mach3 Turbo Razor,STORE023,DP015,20-09-2024 19:46,20-09-2024 20:05,299,3,897,20.1,19,Delivered,PAY01,Evening
ORD01186,CUST0036,PROD145,Huggies Wonder Pants M-size 42,STORE041,DP034,18-04-2025 14:41,18-04-2025 15:01,650,8,5200,805.39,20,Returned,PAY02,Afternoon
ORD01187,CUST0029,PROD063,Fresh Cabbage 1pc,STORE016,DP015,28-09-2024 13:34,28-09-2024 13:55,35,3,105,92.21,21,Shipped,PAY05,Afternoon
ORD01188,CUST0044,PROD013,Fresh Potato 1kg,STORE049,DP036,04-03-2025 16:48,04-03-2025 17:10,30,2,60,76.7,22,Shipped,PAY01,Afternoon
ORD01189,CUST0037,PROD086,Catch Turmeric Powder 200g,STORE022,DP031,23-05-2024 15:27,23-05-2024 15:50,65,8,520,65,23,Delivered,PAY03,Afternoon
ORD01190,CUST0028,PROD036,Harpic Powerplus Toilet Cleaner 1L,STORE003,DP022,02-07-2024 17:43,02-07-2024 18:07,185,10,1850,904.68,24,Cancelled,PAY02,Evening
ORD01191,CUST0039,PROD121,Epigamia Greek Yogurt Strawberry,STORE007,DP017,03-03-2025 07:54,03-03-2025 08:19,45,1,45,15.17,25,Delivered,PAY01,Morning
ORD01192,CUST0010,PROD123,Raw Pressery Cold Pressed Juice 250ml,STORE035,DP020,17-03-2024 14:25,17-03-2024 14:51,150,7,1050,104.13,26,Shipped,PAY02,Afternoon
ORD01193,CUST0049,PROD064,Fresh Pomegranate 1kg,STORE024,DP039,18-02-2024 17:30,18-02-2024 17:57,220,2,440,6.14,27,Shipped,PAY03,Evening
ORD01194,CUST0020,PROD103,Parachute Coconut Oil 500ml,STORE046,DP041,29-08-2024 09:10,29-08-2024 09:38,215,7,1505,45.69,28,Pending,PAY05,Morning
ORD01196,CUST0028,PROD030,Oreo Chocolate Creme Biscuits 120g,STORE020,DP047,23-04-2025 16:46,23-04-2025 17:16,30,8,240,58.33,30,Returned,PAY03,Afternoon
ORD01198,CUST0029,PROD025,Haldirams Aloo Bhujia 200g,STORE030,DP041,26-04-2024 17:10,26-04-2024 17:21,55,7,385,5.3,11,Returned,PAY05,Evening
ORD01199,CUST0018,PROD133,Borges Olive Oil Extra Light 1L,STORE023,DP047,06-06-2025 15:43,06-06-2025 15:55,950,7,6650,147.46,12,Shipped,PAY05,Afternoon
ORD01204,CUST0014,PROD120,24 Mantra Organic Toor Dal 1kg,STORE018,DP026,09-01-2025 14:28,09-01-2025 14:45,210,9,1890,657.24,17,Cancelled,PAY05,Afternoon
ORD01205,CUST0031,PROD057,Bingo Mad Angles Achaari Masti,STORE015,DP007,24-05-2025 13:07,24-05-2025 13:25,20,3,60,255.05,18,Cancelled,PAY03,Afternoon
ORD01209,CUST0018,PROD021,India Gate Basmati Rice Classic 1kg,STORE018,DP018,31-03-2024 09:42,31-03-2024 10:04,220,5,1100,431.81,22,Shipped,PAY01,Morning
ORD01210,CUST0038,PROD101,English Oven Brown Bread,STORE016,DP007,09-06-2025 15:58,09-06-2025 16:21,55,5,275,188.31,23,Pending,PAY03,Afternoon
ORD01211,CUST0003,PROD110,Vim Dishwash Bar Lemon,STORE032,DP048,07-05-2025 13:18,07-05-2025 13:42,10,8,80,12.7,24,Delivered,PAY03,Afternoon
ORD01212,CUST0015,PROD104,Dabur Honey 500g,STORE007,DP027,08-09-2024 16:38,08-09-2024 17:03,220,3,660,75.3,25,Shipped,PAY03,Afternoon
ORD01213,CUST0028,PROD074,Thums Up 750ml PET Bottle,STORE014,DP049,22-04-2024 20:06,22-04-2024 20:32,40,2,80,2,26,Cancelled,PAY02,Evening
ORD01216,CUST0009,PROD089,Whiskas Adult Cat Food Tuna 1.2kg,STORE001,DP042,15-03-2024 10:55,15-03-2024 11:24,550,1,550,27.66,29,Pending,PAY05,Morning
ORD01217,CUST0021,PROD125,Blue Tokai Coffee Roasters,STORE013,DP006,14-03-2025 12:36,14-03-2025 13:06,450,4,1800,27.6,30,Pending,PAY04,Afternoon
ORD01219,CUST0017,PROD107,Rin Detergent Bar 250g,STORE044,DP013,20-09-2024 14:31,20-09-2024 14:42,20,8,160,39.83,11,Pending,PAY02,Afternoon
ORD01221,CUST0026,PROD070,Tata Sampann Chana Dal 1kg,STORE038,DP048,29-01-2025 17:31,29-01-2025 17:44,150,10,1500,604.58,13,Cancelled,PAY05,Evening
ORD01223,CUST0049,PROD038,McCain Smiles 415g,STORE013,DP033,09-01-2024 14:37,09-01-2024 14:52,115,5,575,537.81,15,Shipped,PAY03,Afternoon
ORD01226,CUST0047,PROD109,Clinic Plus Strong & Long Shampoo 175ml,STORE017,DP039,23-07-2024 10:40,23-07-2024 10:58,99,3,297,200.55,18,Pending,PAY01,Morning
ORD01227,CUST0033,PROD021,India Gate Basmati Rice Classic 1kg,STORE031,DP035,08-10-2024 18:57,08-10-2024 19:16,220,2,440,173.78,19,Returned,PAY01,Evening
ORD01228,CUST0038,PROD128,Gillette Mach3 Turbo Razor,STORE027,DP048,06-01-2025 07:42,06-01-2025 08:02,299,1,299,31.1,20,Cancelled,PAY05,Morning
ORD01229,CUST0041,PROD023,Bru Instant Coffee 100g,STORE042,DP035,02-01-2025 18:11,02-01-2025 18:32,210,9,1890,84.64,21,Cancelled,PAY01,Evening
ORD01230,CUST0049,PROD047,Fresh Mint Bunch,STORE023,DP018,03-01-2025 17:47,03-01-2025 18:09,12,1,12,50.3,22,Returned,PAY05,Evening
ORD01231,CUST0023,PROD141,Fresh Broccoli 1pc,STORE047,DP004,01-02-2025 14:33,01-02-2025 14:56,70,1,70,31.89,23,Cancelled,PAY05,Afternoon
ORD01232,CUST0022,PROD112,Ganesh Bhel,STORE033,DP046,14-01-2025 11:50,14-01-2025 12:14,45,6,270,237.03,24,Delivered,PAY04,Morning
ORD01233,CUST0001,PROD137,Ching's Secret Schezwan Chutney,STORE016,DP001,01-03-2025 09:25,01-03-2025 09:50,85,2,170,31.94,25,Cancelled,PAY05,Morning
ORD01237,CUST0045,PROD047,Fresh Mint Bunch,STORE002,DP004,24-09-2024 16:42,24-09-2024 17:11,12,9,108,806.84,29,Cancelled,PAY02,Afternoon
ORD01242,CUST0032,PROD079,Head & Shoulders Anti-Dandruff Shampoo,STORE015,DP009,27-05-2024 19:45,27-05-2024 19:58,195,3,585,87.73,13,Shipped,PAY01,Evening
ORD01243,CUST0033,PROD001,Amul Taaza Toned Milk 500ml,STORE012,DP025,29-10-2024 15:14,29-10-2024 15:28,27,8,216,408.21,14,Returned,PAY03,Afternoon
ORD01246,CUST0024,PROD102,Patanjali Dant Kanti Toothpaste 100g,STORE004,DP018,08-08-2024 17:30,08-08-2024 17:47,50,4,200,113.55,17,Cancelled,PAY01,Evening
ORD01248,CUST0048,PROD089,Whiskas Adult Cat Food Tuna 1.2kg,STORE011,DP018,21-03-2025 10:27,21-03-2025 10:46,550,10,5500,392.74,19,Shipped,PAY03,Morning
ORD01251,CUST0047,PROD081,Pril Dishwash Bar,STORE025,DP012,24-01-2025 12:23,24-01-2025 12:39,25,4,100,50.91,16,Shipped,PAY05,Afternoon
ORD01252,CUST0042,PROD029,Cadbury Dairy Milk Silk 150g,STORE032,DP015,27-04-2024 15:11,27-04-2024 15:28,175,9,1575,275.15,17,Pending,PAY02,Afternoon
ORD01253,CUST0014,PROD031,Lifebuoy Total 10 Soap 125g,STORE038,DP032,06-08-2024 10:13,06-08-2024 10:31,36,9,324,116.36,18,Pending,PAY03,Morning
ORD01254,CUST0038,PROD145,Huggies Wonder Pants M-size 42,STORE040,DP025,15-01-2025 09:48,15-01-2025 10:07,650,1,650,0.03,19,Shipped,PAY05,Morning
ORD01255,CUST0023,PROD035,Lizol Floor Cleaner Citrus 975ml,STORE037,DP002,06-06-2024 14:07,06-06-2024 14:27,193,9,1737,617.44,20,Cancelled,PAY03,Afternoon
ORD01256,CUST0011,PROD135,Del Monte Penne Pasta 500g,STORE017,DP018,23-03-2025 13:33,23-03-2025 13:54,120,2,240,71.81,21,Delivered,PAY02,Afternoon
ORD01257,CUST0003,PROD048,Fresh Ginger 100g,STORE001,DP032,23-06-2024 08:33,23-06-2024 08:55,25,5,125,507.15,22,Returned,PAY03,Morning
ORD01258,CUST0044,PROD083,All Out Ultra Refill,STORE039,DP042,26-05-2024 16:07,26-05-2024 16:30,75,6,450,676.79,23,Delivered,PAY03,Afternoon
ORD01260,CUST0003,PROD053,Top Ramen Masala Noodles,STORE015,DP032,09-04-2024 12:32,09-04-2024 12:57,12,7,84,395.44,25,Returned,PAY01,Afternoon
ORD01261,CUST0004,PROD044,Pampers Active Baby Diapers M-size 46,STORE045,DP037,25-04-2025 15:13,25-04-2025 15:39,699,5,3495,142.46,26,Delivered,PAY01,Afternoon
ORD01263,CUST0008,PROD017,Amul Cheese Slices 100g,STORE049,DP005,29-02-2024 08:50,29-02-2024 09:18,78,1,78,18.94,28,Cancelled,PAY04,Morning
ORD01265,CUST0048,PROD113,Act II Popcorn Butter Lovers,STORE046,DP050,06-03-2025 07:33,06-03-2025 08:03,30,7,210,493.6,30,Pending,PAY02,Morning
ORD01266,CUST0030,PROD094,Red Bull Energy Drink 250ml,STORE014,DP025,21-03-2025 09:03,21-03-2025 09:13,125,10,1250,337.31,10,Shipped,PAY01,Morning
ORD01267,CUST0027,PROD003,Nestle Maggi 2-Minute Noodles,STORE010,DP007,17-05-2025 14:50,17-05-2025 15:01,14,3,42,3.34,11,Shipped,PAY02,Afternoon
ORD01270,CUST0014,PROD116,Weikfield Baking Powder 100g,STORE013,DP050,27-02-2025 18:50,27-02-2025 19:08,40,1,40,52.76,18,Pending,PAY01,Evening
ORD01271,CUST0043,PROD119,Organic Tattva Brown Rice 1kg,STORE046,DP032,09-08-2024 10:09,09-08-2024 10:28,150,1,150,82.08,19,Delivered,PAY02,Morning
ORD01272,CUST0028,PROD034,Vim Dishwash Liquid Gel 500ml,STORE031,DP034,21-04-2025 09:34,21-04-2025 09:54,105,3,315,86.36,20,Delivered,PAY02,Morning
ORD01273,CUST0024,PROD149,Baygon All Insect Killer Spray,STORE028,DP029,23-10-2024 10:39,23-10-2024 11:00,130,10,1300,571.18,21,Delivered,PAY04,Morning
ORD01274,CUST0044,PROD134,Figaro Olive Oil 500ml,STORE046,DP048,04-05-2025 12:08,04-05-2025 12:30,550,2,1100,164.56,22,Returned,PAY04,Afternoon
ORD01275,CUST0049,PROD057,Bingo Mad Angles Achaari Masti,STORE031,DP034,05-04-2024 12:50,05-04-2024 13:13,20,8,160,382.53,23,Shipped,PAY02,Afternoon
ORD01276,CUST0022,PROD064,Fresh Pomegranate 1kg,STORE006,DP007,17-01-2024 19:44,17-01-2024 20:08,220,5,1100,139.47,24,Shipped,PAY04,Evening
ORD01277,CUST0019,PROD136,Veeba Pasta & Pizza Sauce,STORE008,DP041,16-01-2025 18:41,16-01-2025 19:06,99,8,792,197.42,25,Cancelled,PAY03,Evening
ORD01278,CUST0001,PROD113,Act II Popcorn Butter Lovers,STORE010,DP046,19-11-2024 16:05,19-11-2024 16:31,30,5,150,290.75,26,Pending,PAY03,Afternoon
ORD01279,CUST0046,PROD022,Tata Sampann Toor Dal 1kg,STORE019,DP007,28-06-2024 13:08,28-06-2024 13:35,160,1,160,55.97,27,Returned,PAY01,Afternoon
ORD01280,CUST0034,PROD005,Ashirvaad Select Sharbati Atta 5kg,STORE044,DP008,29-06-2024 07:36,29-06-2024 08:04,290,7,2030,85.77,28,Shipped,PAY04,Morning
ORD01281,CUST0007,PROD048,Fresh Ginger 100g,STORE039,DP031,05-02-2024 17:10,05-02-2024 17:39,25,1,25,26.1,29,Pending,PAY05,Evening
ORD01282,CUST0046,PROD099,Fresh Guava 1kg,STORE001,DP039,04-12-2024 10:37,04-12-2024 11:07,80,6,480,146.99,30,Shipped,PAY05,Morning
